1;rocket_site;3847.00;10.00;2011.00;2.24;0
1;supply_node;3709.00;10.00;2010.00;1.93;0
1;supply_node;3741.00;10.00;1933.00;2.16;0
1;supply_node;3769.00;10.00;2059.00;0.94;0
1;supply_node;3795.00;10.00;1984.00;3.34;0
1;supply_node;3800.00;10.00;1812.00;4.75;0
1;supply_node;3817.00;10.00;2126.00;3.80;0
1;supply_node;3822.00;10.00;1892.00;3.58;0
1;supply_node;3852.00;10.00;2047.00;5.05;0
1;supply_node;3853.00;10.00;1953.00;0.87;0
1;supply_node;3882.00;10.00;2168.00;0.63;0
1;supply_node;3887.00;10.00;1774.00;0.45;0
1;supply_node;3891.00;10.00;2097.00;3.12;0
1;supply_node;3910.00;10.00;1853.00;1.86;0
1;supply_node;3912.00;10.00;1983.00;5.51;0
1;supply_node;3934.00;10.00;1921.00;1.21;0
1;supply_node;3943.00;10.00;2057.00;6.28;0
1;supply_node;3954.00;10.00;2135.00;4.98;0
1;supply_node;3957.00;10.00;1794.00;1.40;0
1;supply_node;3987.00;10.00;2012.00;1.63;0
1;supply_node;4007.00;10.00;1938.00;2.63;0
1;supply_node;4010.00;10.00;2106.00;0.18;0
1;supply_node;4020.00;10.00;2182.00;4.10;0
1;supply_node;4048.00;10.00;2014.00;4.03;0
1;supply_node;4076.00;10.00;2082.00;4.56;0
1;supply_node;4107.00;10.00;2171.00;5.97;0
1;supply_node;4144.00;10.00;2024.00;5.75;0
1;supply_node;4155.00;10.00;2097.00;2.81;0
1;supply_node;4179.00;10.00;2178.00;4.34;0
1;synthetic_refinery;3788.00;10.00;2071.00;2.34;0
2;air_base;399.00;10.00;2643.00;1.90;0
2;anti_air_building;284.00;10.00;2801.00;3.73;0
2;anti_air_building;343.00;10.00;2725.00;0.11;0
2;anti_air_building;378.00;10.00;2715.00;2.78;0
2;arms_factory;237.00;10.00;2765.00;0.18;0
2;arms_factory;358.00;10.00;2669.00;0.78;0
2;arms_factory;386.00;10.00;2701.00;1.73;0
2;arms_factory;386.00;10.00;2785.00;4.40;0
2;arms_factory;452.00;10.00;2794.00;2.84;0
2;arms_factory;470.00;10.00;2795.00;2.34;0
2;bunker;209.00;10.00;2769.00;0.65;0
2;bunker;210.00;10.00;2797.00;3.66;0
2;bunker;229.00;10.00;2794.00;5.65;0
2;bunker;247.00;10.00;2774.00;5.21;0
2;bunker;283.00;10.00;2799.00;6.16;0
2;bunker;295.00;10.00;2793.00;3.15;0
2;bunker;304.00;10.00;2752.00;4.70;0
2;bunker;340.00;10.00;2779.00;0.99;0
2;bunker;342.00;10.00;2726.00;2.54;0
2;bunker;358.00;10.00;2713.00;0.48;0
2;bunker;366.00;10.00;2684.00;5.72;0
2;bunker;375.00;10.00;2693.00;4.77;0
2;bunker;376.00;10.00;2797.00;2.04;0
2;bunker;391.00;10.00;2807.00;1.60;0
2;bunker;392.00;10.00;2758.00;4.10;0
2;bunker;393.00;10.00;2700.00;3.15;0
2;bunker;422.00;10.00;2645.00;0.04;0
2;bunker;451.00;10.00;2779.00;1.59;0
2;bunker;464.00;10.00;2755.00;1.09;0
2;bunker;469.00;10.00;2792.00;0.04;0
2;bunker;494.00;10.00;2740.00;2.64;0
2;coastal_bunker;188.00;9.73;2810.00;-1.66;0
2;coastal_bunker;222.00;10.00;2754.00;0.79;0
2;coastal_bunker;281.00;9.73;2744.00;0.05;0
2;coastal_bunker;308.00;9.50;2683.00;-1.54;0
2;coastal_bunker;308.00;9.73;2738.00;-1.45;0
2;coastal_bunker;328.00;9.73;2739.00;-0.59;0
2;coastal_bunker;407.00;9.50;2630.00;0.27;0
2;coastal_bunker;408.00;9.50;2701.00;-4.60;0
2;coastal_bunker;416.00;10.00;2662.00;0.79;0
2;coastal_bunker;475.00;9.50;2737.00;0.24;0
2;coastal_bunker;480.00;10.00;2811.00;-4.19;0
2;coastal_bunker;522.00;10.00;2777.00;-4.29;0
2;coastal_bunker;523.00;10.00;2767.00;-4.62;0
2;dockyard;183.00;9.50;2813.00;-1.66;0
2;floating_harbor;183.03;9.50;2806.63;1.48;18749
2;floating_harbor;313.12;9.50;2736.18;-3.73;18769
2;fuel_silo;351.00;10.00;2808.00;4.84;0
2;industrial_complex;236.00;10.00;2803.00;1.29;0
2;industrial_complex;333.00;10.00;2760.00;5.51;0
2;industrial_complex;351.00;10.00;2792.00;5.50;0
2;industrial_complex;356.00;10.00;2665.00;2.24;0
2;industrial_complex;445.00;10.00;2791.00;2.85;0
2;industrial_complex;457.00;10.00;2762.00;3.45;0
2;naval_base;185.00;9.50;2812.00;-1.66;6341
2;naval_base;236.00;10.00;2751.00;0.79;6341
2;naval_base;280.00;9.73;2745.00;0.05;6341
2;naval_base;308.00;9.73;2684.00;-1.54;4244
2;naval_base;323.00;9.50;2743.00;-0.59;6341
2;naval_base;328.00;10.00;2699.00;-1.45;6341
2;naval_base;397.00;10.00;2698.00;-4.60;5654
2;naval_base;398.00;9.73;2625.00;0.27;5091
2;naval_base;417.00;10.00;2669.00;0.79;5091
2;naval_base;455.00;9.50;2735.00;0.24;4832
2;naval_base;482.00;10.00;2810.00;-4.19;6267
2;naval_base;506.00;10.00;2799.00;-4.29;6267
2;naval_base;519.00;10.00;2759.00;-4.62;6267
2;radar_station;344.00;10.00;2719.00;2.27;0
2;rocket_site;372.00;10.00;2711.00;2.78;0
2;supply_node;212.00;10.00;2804.00;6.20;0
2;supply_node;218.00;10.00;2766.00;5.50;0
2;supply_node;244.00;10.00;2791.00;3.26;0
2;supply_node;271.00;10.00;2804.00;3.04;0
2;supply_node;279.00;10.00;2765.00;1.39;0
2;supply_node;308.00;10.00;2794.00;3.75;0
2;supply_node;329.00;10.00;2760.00;2.27;0
2;supply_node;335.00;10.00;2721.00;5.43;0
2;supply_node;348.00;10.00;2797.00;4.52;0
2;supply_node;350.00;10.00;2678.00;0.63;0
2;supply_node;374.00;10.00;2736.00;4.21;0
2;supply_node;384.00;10.00;2656.00;3.57;0
2;supply_node;384.00;10.00;2778.00;0.10;0
2;supply_node;400.00;10.00;2704.00;2.80;0
2;supply_node;404.00;10.00;2801.00;2.34;0
2;supply_node;414.00;10.00;2668.00;1.33;0
2;supply_node;422.00;10.00;2753.00;0.87;0
2;supply_node;444.00;10.00;2792.00;5.74;0
2;supply_node;456.00;10.00;2740.00;2.04;0
2;supply_node;489.00;10.00;2758.00;4.98;0
2;supply_node;489.00;10.00;2786.00;1.63;0
2;synthetic_refinery;211.00;10.00;2788.00;5.44;0
3;air_base;903.00;10.00;2798.00;2.63;0
3;anti_air_building;737.00;10.00;2767.00;4.49;0
3;anti_air_building;798.00;10.00;2811.00;3.98;0
3;anti_air_building;892.00;10.00;2780.00;1.82;0
3;arms_factory;707.00;10.00;2766.00;4.18;0
3;arms_factory;753.00;10.00;2784.00;4.28;0
3;arms_factory;843.00;10.00;2779.00;0.06;0
3;arms_factory;960.00;10.00;2792.00;2.12;0
3;arms_factory;982.00;10.00;2736.00;3.68;0
3;arms_factory;1005.00;10.00;2792.00;2.12;0
3;bunker;702.00;10.00;2792.00;2.86;0
3;bunker;725.00;10.00;2794.00;3.30;0
3;bunker;764.00;10.00;2751.00;1.75;0
3;bunker;816.00;10.00;2797.00;5.02;0
3;bunker;826.00;10.00;2790.00;0.70;0
3;bunker;832.00;10.00;2797.00;4.42;0
3;bunker;900.00;10.00;2786.00;0.19;0
3;bunker;937.00;10.00;2755.00;2.35;0
3;bunker;949.00;10.00;2744.00;3.81;0
3;bunker;951.00;10.00;2811.00;0.80;0
3;bunker;994.00;10.00;2808.00;1.14;0
3;coastal_bunker;660.00;9.50;2801.00;-1.84;0
3;coastal_bunker;764.00;9.73;2743.00;0.23;0
3;coastal_bunker;821.00;9.50;2754.00;1.00;0
3;coastal_bunker;875.00;9.73;2764.00;0.26;0
3;coastal_bunker;947.00;10.00;2738.00;0.37;0
3;coastal_bunker;965.00;9.50;2734.00;0.18;0
3;coastal_bunker;1030.00;9.73;2787.00;-4.59;0
3;dockyard;692.00;9.50;2764.00;0.00;0
3;floating_harbor;655.79;9.50;2775.76;-4.23;4782
3;floating_harbor;754.60;9.50;2738.19;-2.91;1881
3;floating_harbor;812.01;9.50;2749.30;-2.85;4685
3;floating_harbor;869.78;9.50;2757.23;-2.88;6503
3;floating_harbor;912.80;9.50;2753.40;-3.79;5824
3;floating_harbor;981.25;9.50;2730.11;-2.96;5577
3;floating_harbor;1031.96;9.50;2776.33;-2.12;6678
3;fuel_silo;786.00;10.00;2770.00;5.09;0
3;industrial_complex;715.00;10.00;2789.00;4.18;0
3;industrial_complex;715.00;10.00;2800.00;0.57;0
3;industrial_complex;789.00;10.00;2757.00;5.90;0
3;industrial_complex;879.00;10.00;2792.00;1.17;0
3;industrial_complex;990.00;10.00;2756.00;4.79;0
3;industrial_complex;1011.00;10.00;2805.00;4.69;0
3;naval_base;649.00;9.50;2777.00;-1.25;6301
3;naval_base;795.00;10.00;2756.00;1.45;6304
3;naval_base;824.00;10.00;2757.00;1.00;5941
3;naval_base;840.00;9.50;2765.00;-0.81;5941
3;naval_base;927.00;9.50;2757.00;-0.64;4811
3;naval_base;1011.00;9.73;2769.00;-4.51;6014
3;naval_base;1031.00;10.00;2790.00;-4.59;6281
3;radar_station;839.00;10.00;2774.00;2.20;0
3;rocket_site;662.00;10.00;2792.00;4.49;0
3;supply_node;685.00;10.00;2791.00;1.29;0
3;supply_node;740.00;10.00;2797.00;5.33;0
3;supply_node;749.00;10.00;2762.00;6.09;0
3;supply_node;800.00;10.00;2805.00;0.52;0
3;supply_node;804.00;10.00;2776.00;3.46;0
3;supply_node;863.00;10.00;2783.00;1.22;0
3;supply_node;878.00;10.00;2805.00;2.70;0
3;supply_node;929.00;10.00;2775.00;5.63;0
3;supply_node;941.00;10.00;2803.00;1.94;0
3;supply_node;976.00;10.00;2759.00;1.52;0
3;supply_node;1000.00;10.00;2796.00;4.87;0
3;synthetic_refinery;723.00;10.00;2787.00;6.04;0
4;air_base;2607.00;10.00;2676.00;0.12;0
4;anti_air_building;2606.00;10.00;2680.00;5.45;0
4;anti_air_building;2623.00;10.00;2732.00;3.29;0
4;anti_air_building;2624.00;10.00;2763.00;5.35;0
4;arms_factory;2605.00;10.00;2685.00;0.21;0
4;arms_factory;2606.00;10.00;2682.00;4.78;0
4;arms_factory;2618.00;10.00;2705.00;5.28;0
4;arms_factory;2622.00;10.00;2732.00;3.23;0
4;arms_factory;2624.00;10.00;2806.00;1.07;0
4;arms_factory;2626.00;10.00;2793.00;1.16;0
4;bunker;2624.00;10.00;2759.00;2.19;0
4;coastal_bunker;2612.00;10.00;2687.00;-0.13;0
4;dockyard;2630.00;9.73;2780.00;-3.45;0
4;floating_harbor;2613.05;9.50;2731.05;-3.93;4158
4;fuel_silo;2620.00;10.00;2735.00;3.90;0
4;industrial_complex;2609.00;10.00;2688.00;0.11;0
4;industrial_complex;2615.00;10.00;2714.00;5.80;0
4;industrial_complex;2623.00;10.00;2745.00;4.84;0
4;industrial_complex;2623.00;10.00;2809.00;1.67;0
4;industrial_complex;2626.00;10.00;2779.00;0.72;0
4;industrial_complex;2627.00;10.00;2774.00;3.73;0
4;naval_base;2622.00;9.50;2808.00;-3.18;6265
4;rocket_site;2625.00;10.00;2771.00;4.40;0
4;supply_node;2619.00;10.00;2737.00;3.78;0
4;synthetic_refinery;2617.00;10.00;2707.00;5.96;0
5;air_base;2816.00;10.00;2809.00;2.17;0
5;anti_air_building;3029.00;10.00;2762.00;4.47;0
5;anti_air_building;3064.00;10.00;2770.00;0.35;0
5;anti_air_building;3219.00;10.00;2762.00;0.25;0
5;arms_factory;2822.00;10.00;2777.00;3.22;0
5;arms_factory;3101.00;10.00;2807.00;1.67;0
5;arms_factory;3233.00;10.00;2763.00;3.73;0
5;arms_factory;3254.00;10.00;2773.00;5.88;0
5;arms_factory;3256.00;10.00;2745.00;0.55;0
5;arms_factory;3269.00;10.00;2763.00;3.83;0
5;bunker;2806.00;10.00;2810.00;0.69;0
5;bunker;2858.00;10.00;2779.00;1.90;0
5;bunker;2956.00;10.00;2799.00;3.96;0
5;bunker;3014.00;10.00;2764.00;4.40;0
5;bunker;3039.00;10.00;2784.00;1.29;0
5;bunker;3076.00;10.00;2796.00;3.36;0
5;bunker;3134.00;10.00;2786.00;4.57;0
5;bunker;3162.00;10.00;2812.00;0.34;0
5;bunker;3173.00;10.00;2807.00;4.91;0
5;bunker;3184.00;10.00;2767.00;0.18;0
5;bunker;3248.00;10.00;2757.00;4.91;0
5;bunker;3254.00;10.00;2808.00;2.85;0
5;bunker;3266.00;10.00;2760.00;2.41;0
5;bunker;3325.00;10.00;2790.00;0.79;0
5;fuel_silo;2892.00;10.00;2812.00;5.08;0
5;industrial_complex;2962.00;10.00;2793.00;0.11;0
5;industrial_complex;2970.00;10.00;2806.00;5.44;0
5;industrial_complex;2982.00;10.00;2812.00;2.78;0
5;industrial_complex;3124.00;10.00;2762.00;3.73;0
5;industrial_complex;3128.00;10.00;2772.00;0.71;0
5;industrial_complex;3128.00;10.00;2799.00;4.33;0
5;radar_station;3060.00;10.00;2775.00;4.40;0
5;rocket_site;2923.00;10.00;2801.00;5.58;0
5;supply_node;2821.00;10.00;2790.00;2.27;0
5;supply_node;2876.00;10.00;2793.00;5.20;0
5;supply_node;2936.00;10.00;2800.00;1.50;0
5;supply_node;2995.00;10.00;2787.00;4.44;0
5;supply_node;3043.00;10.00;2774.00;5.92;0
5;supply_node;3077.00;10.00;2797.00;3.68;0
5;supply_node;3123.00;10.00;2801.00;0.33;0
5;supply_node;3152.00;10.00;2781.00;1.81;0
5;supply_node;3192.00;10.00;2804.00;5.62;0
5;supply_node;3199.00;10.00;2770.00;5.85;0
5;supply_node;3243.00;10.00;2808.00;1.74;0
5;supply_node;3244.00;10.00;2768.00;1.04;0
5;supply_node;3286.00;10.00;2773.00;3.98;0
5;supply_node;3300.00;10.00;2799.00;3.22;0
5;synthetic_refinery;3059.00;10.00;2790.00;0.85;0
6;air_base;3521.00;10.00;2799.00;2.94;0
6;anti_air_building;3412.00;10.00;2767.00;0.95;0
6;anti_air_building;3509.00;10.00;2769.00;3.61;0
6;anti_air_building;3532.00;9.50;2809.00;4.57;0
6;arms_factory;3382.00;10.00;2752.00;1.82;0
6;arms_factory;3414.00;10.00;2771.00;3.98;0
6;arms_factory;3422.00;10.00;2748.00;2.43;0
6;arms_factory;3423.00;10.00;2768.00;6.04;0
6;arms_factory;3441.00;10.00;2728.00;1.32;0
6;arms_factory;3462.00;10.00;2723.00;3.38;0
6;bunker;3328.00;10.00;2814.00;5.16;0
6;bunker;3395.00;10.00;2776.00;1.39;0
6;bunker;3435.00;10.00;2801.00;4.56;0
6;bunker;3471.00;10.00;2763.00;3.96;0
6;bunker;3472.00;10.00;2716.00;3.00;0
6;bunker;3500.00;10.00;2787.00;4.05;0
6;bunker;3520.00;10.00;2789.00;6.12;0
6;fuel_silo;3501.00;10.00;2764.00;5.67;0
6;industrial_complex;3431.00;10.00;2765.00;0.37;0
6;industrial_complex;3433.00;10.00;2762.00;3.89;0
6;industrial_complex;3455.00;10.00;2749.00;4.49;0
6;industrial_complex;3482.00;10.00;2745.00;5.10;0
6;industrial_complex;3514.00;9.50;2807.00;5.45;0
6;industrial_complex;3515.00;9.50;2803.00;0.87;0
6;radar_station;3443.00;10.00;2756.00;2.95;0
6;rocket_site;3483.00;10.00;2771.00;4.72;0
6;supply_node;3363.00;10.00;2775.00;1.77;0
6;supply_node;3370.00;10.00;2806.00;4.71;0
6;supply_node;3417.00;10.00;2753.00;4.01;0
6;supply_node;3447.00;10.00;2801.00;5.42;0
6;supply_node;3469.00;10.00;2749.00;2.07;0
6;supply_node;3499.00;10.00;2723.00;6.11;0
6;supply_node;3517.00;10.00;2770.00;3.94;0
6;supply_node;3525.00;10.00;2800.00;6.18;0
6;synthetic_refinery;3535.00;10.00;2805.00;1.45;0
7;air_base;3848.00;10.00;2795.00;1.82;0
7;anti_air_building;3650.00;10.00;2763.00;5.45;0
7;anti_air_building;3651.00;10.00;2701.00;2.43;0
7;anti_air_building;3775.00;10.00;2690.00;0.37;0
7;arms_factory;3705.00;10.00;2779.00;0.20;0
7;arms_factory;3715.00;10.00;2663.00;3.22;0
7;arms_factory;3740.00;10.00;2746.00;4.93;0
7;arms_factory;3744.00;10.00;2774.00;4.42;0
7;arms_factory;3757.00;10.00;2814.00;0.21;0
7;arms_factory;3790.00;10.00;2662.00;2.26;0
7;bunker;3719.00;10.00;2790.00;6.04;0
7;fuel_silo;3724.00;10.00;2758.00;3.89;0
7;industrial_complex;3560.00;10.00;2753.00;3.98;0
7;industrial_complex;3594.00;10.00;2691.00;2.87;0
7;industrial_complex;3669.00;10.00;2678.00;1.32;0
7;industrial_complex;3676.00;10.00;2738.00;1.92;0
7;industrial_complex;3738.00;10.00;2758.00;4.93;0
7;industrial_complex;3885.00;10.00;2784.00;0.71;0
7;radar_station;3778.00;10.00;2726.00;5.87;0
7;rocket_site;3709.00;10.00;2712.00;2.94;0
7;supply_node;3733.00;10.00;2749.00;3.75;0
7;synthetic_refinery;3665.00;10.00;2723.00;4.49;0
8;air_base;3910.00;10.00;2587.00;4.39;0
8;anti_air_building;3979.00;10.00;2643.00;0.99;0
8;anti_air_building;4053.00;10.00;2580.00;2.19;0
8;anti_air_building;4426.00;10.00;2723.00;3.14;0
8;arms_factory;3900.00;10.00;2646.00;4.83;0
8;arms_factory;4105.00;10.00;2649.00;2.76;0
8;arms_factory;4187.00;10.00;2612.00;1.21;0
8;arms_factory;4207.00;10.00;2627.00;0.71;0
8;arms_factory;4279.00;10.00;2690.00;0.61;0
8;arms_factory;4378.00;10.00;2770.00;3.88;0
8;bunker;3872.00;10.00;2610.00;5.23;0
8;bunker;3879.00;10.00;2630.00;1.96;0
8;bunker;3935.00;10.00;2609.00;1.68;0
8;bunker;4007.00;10.00;2677.00;4.53;0
8;bunker;4015.00;10.00;2796.00;2.63;0
8;bunker;4062.00;10.00;2609.00;6.18;0
8;bunker;4067.00;10.00;2700.00;0.92;0
8;bunker;4071.00;10.00;2755.00;0.47;0
8;bunker;4104.00;10.00;2640.00;4.69;0
8;bunker;4160.00;10.00;2613.00;4.70;0
8;bunker;4174.00;9.50;2787.00;5.13;0
8;bunker;4181.00;10.00;2749.00;4.19;0
8;bunker;4201.00;10.00;2778.00;4.18;0
8;bunker;4267.00;10.00;2780.00;3.58;0
8;bunker;4277.00;10.00;2661.00;1.52;0
8;bunker;4314.00;10.00;2636.00;5.13;0
8;bunker;4326.00;10.00;2701.00;4.08;0
8;bunker;4357.00;10.00;2687.00;6.25;0
8;bunker;4372.00;10.00;2814.00;0.41;0
8;bunker;4395.00;10.00;2736.00;5.74;0
8;bunker;4424.00;10.00;2802.00;2.03;0
8;bunker;4444.00;10.00;2651.00;6.08;0
8;bunker;4489.00;10.00;2752.00;2.47;0
8;bunker;4515.00;10.00;2747.00;2.54;0
8;bunker;4543.00;10.00;2694.00;1.07;0
8;bunker;4552.00;10.00;2797.00;4.02;0
8;bunker;4596.00;10.00;2737.00;1.01;0
8;floating_harbor;78.00;9.50;2742.00;1.57;2578
8;fuel_silo;4152.00;10.00;2735.00;4.25;0
8;industrial_complex;3960.00;10.00;2597.00;3.88;0
8;industrial_complex;4321.00;10.00;2662.00;0.26;0
8;industrial_complex;4390.00;10.00;2660.00;3.28;0
8;industrial_complex;4458.00;10.00;2787.00;4.49;0
8;industrial_complex;4464.00;10.00;2721.00;2.32;0
8;industrial_complex;4469.00;10.00;2617.00;5.43;0
8;radar_station;4191.00;10.00;2669.00;2.81;0
8;rocket_site;4171.00;10.00;2615.00;4.76;0
8;supply_node;3855.00;10.00;2572.00;2.36;0
8;supply_node;3938.00;10.00;2662.00;4.54;0
8;supply_node;3947.00;10.00;2599.00;0.19;0
8;supply_node;3987.00;10.00;2785.00;0.38;0
8;supply_node;4020.00;10.00;2602.00;1.60;0
8;supply_node;4023.00;10.00;2685.00;4.07;0
8;supply_node;4058.00;10.00;2786.00;0.95;0
8;supply_node;4090.00;10.00;2722.00;4.76;0
8;supply_node;4117.00;10.00;2646.00;1.41;0
8;supply_node;4146.00;10.00;2795.00;2.82;0
8;supply_node;4178.00;10.00;2721.00;3.54;0
8;supply_node;4183.00;10.00;2638.00;4.30;0
8;supply_node;4223.00;10.00;2768.00;5.71;0
8;supply_node;4254.00;10.00;2651.00;6.01;0
8;supply_node;4294.00;10.00;2785.00;0.65;0
8;supply_node;4301.00;10.00;2721.00;3.77;0
8;supply_node;4332.00;10.00;2636.00;3.84;0
8;supply_node;4354.00;10.00;2793.00;3.31;0
8;supply_node;4390.00;10.00;2680.00;1.14;0
8;supply_node;4394.00;10.00;2751.00;5.06;0
8;supply_node;4435.00;10.00;2797.00;1.90;0
8;supply_node;4450.00;10.00;2648.00;3.12;0
8;supply_node;4477.00;10.00;2754.00;2.17;0
8;supply_node;4509.00;10.00;2676.00;3.58;0
8;supply_node;4532.00;10.00;2798.00;5.94;0
8;supply_node;4556.00;10.00;2747.00;2.89;0
8;supply_node;4587.00;10.00;2700.00;5.25;0
8;synthetic_refinery;4572.00;10.00;2665.00;0.03;0
9;air_base;4574.00;10.00;2026.00;0.62;0
9;anti_air_building;4303.00;10.00;1855.00;5.49;0
9;anti_air_building;4333.00;10.00;2019.00;3.42;0
9;anti_air_building;4387.00;10.00;1904.00;0.41;0
9;arms_factory;4178.00;9.50;2037.00;5.79;0
9;arms_factory;4244.00;10.00;2005.00;4.83;0
9;arms_factory;4517.00;10.00;1997.00;0.11;0
9;arms_factory;4536.00;10.00;2016.00;2.17;0
9;arms_factory;4587.00;10.00;1980.00;1.66;0
9;arms_factory;4599.00;10.00;2004.00;1.56;0
9;bunker;4220.00;10.00;2073.00;0.25;0
9;bunker;4254.00;10.00;2020.00;5.42;0
9;bunker;4273.00;10.00;1913.00;2.91;0
9;bunker;4276.00;10.00;2097.00;4.97;0
9;bunker;4284.00;10.00;1850.00;1.19;0
9;bunker;4287.00;10.00;2013.00;2.40;0
9;bunker;4320.00;10.00;1799.00;3.42;0
9;bunker;4379.00;10.00;1913.00;6.01;0
9;bunker;4387.00;10.00;2113.00;4.47;0
9;bunker;4396.00;10.00;2075.00;0.85;0
9;bunker;4409.00;10.00;1900.00;0.75;0
9;bunker;4443.00;10.00;2007.00;2.92;0
9;bunker;4447.00;10.00;1982.00;4.46;0
9;bunker;4488.00;10.00;2040.00;1.80;0
9;bunker;4500.00;10.00;1926.00;1.36;0
9;bunker;4604.00;10.00;1954.00;2.75;0
9;floating_harbor;0.00;10.00;1913.00;-4.70;1420
9;fuel_silo;4470.00;10.00;1921.00;0.31;0
9;industrial_complex;4180.00;9.50;2041.00;2.68;0
9;industrial_complex;4212.00;10.00;2074.00;0.01;0
9;industrial_complex;4311.00;10.00;1845.00;5.44;0
9;industrial_complex;4436.00;10.00;2082.00;5.34;0
9;industrial_complex;4438.00;10.00;2093.00;4.23;0
9;industrial_complex;4591.00;10.00;2007.00;3.28;0
9;radar_station;4392.00;10.00;1955.00;0.52;0
9;rocket_site;4280.00;10.00;2009.00;4.54;0
9;supply_node;4225.00;10.00;1995.00;0.32;0
9;supply_node;4226.00;10.00;2066.00;6.08;0
9;supply_node;4281.00;10.00;1943.00;5.13;0
9;supply_node;4302.00;10.00;2010.00;2.73;0
9;supply_node;4310.00;10.00;1885.00;2.43;0
9;supply_node;4313.00;10.00;2089.00;2.19;0
9;supply_node;4328.00;10.00;1817.00;3.14;0
9;supply_node;4368.00;10.00;2046.00;0.26;0
9;supply_node;4377.00;10.00;1939.00;1.02;0
9;supply_node;4395.00;10.00;1864.00;3.91;0
9;supply_node;4418.00;10.00;2005.00;5.32;0
9;supply_node;4422.00;10.00;2097.00;4.37;0
9;supply_node;4467.00;10.00;1959.00;0.56;0
9;supply_node;4476.00;10.00;1894.00;4.67;0
9;supply_node;4476.00;10.00;2040.00;2.49;0
9;supply_node;4555.00;10.00;1974.00;1.73;0
9;synthetic_refinery;4340.00;10.00;1945.00;6.09;0
10;air_base;4594.00;10.00;2802.00;5.86;0
10;anti_air_building;4575.00;10.00;2814.00;2.24;0
10;anti_air_building;4589.00;10.00;2801.00;4.91;0
10;anti_air_building;4591.00;10.00;2802.00;1.29;0
10;arms_factory;4586.00;10.00;2810.00;0.62;0
10;arms_factory;4588.00;10.00;2803.00;5.35;0
10;arms_factory;4595.00;9.50;2796.00;2.68;0
10;arms_factory;4596.00;10.00;2809.00;4.23;0
10;arms_factory;4600.00;10.00;2814.00;4.84;0
10;arms_factory;4602.00;10.00;2813.00;4.74;0
10;bunker;4571.00;9.50;2809.00;1.64;0
10;floating_harbor;78.00;9.50;2742.00;-4.70;4159
10;fuel_silo;4605.00;10.00;2808.00;3.36;0
10;industrial_complex;4568.00;9.50;2814.00;0.18;0
10;industrial_complex;4581.00;10.00;2813.00;3.80;0
10;industrial_complex;4592.00;10.00;2809.00;1.12;0
10;industrial_complex;4596.00;10.00;2814.00;3.19;0
10;industrial_complex;4598.00;10.00;2804.00;3.19;0
10;industrial_complex;4602.00;10.00;2808.00;3.29;0
10;radar_station;4586.00;10.00;2804.00;4.39;0
10;rocket_site;4584.00;10.00;2813.00;3.86;0
10;supply_node;4589.00;10.00;2806.00;0.09;0
